text,font_name,size,weight,italic,p-touch_width,p-touch_height,skia_width,skia_height,skia_width_diff_pct,skia_height_diff_pct,core_text_width,core_text_height,core_text_width_diff_pct,core_text_height_diff_pct,pango_width,pango_height,pango_width_diff_pct,pango_height_diff_pct,harfbuzz_width,harfbuzz_height,harfbuzz_width_diff_pct,harfbuzz_height_diff_pct,freetype_width,freetype_height,freetype_width_diff_pct,freetype_height_diff_pct,pil_width,pil_height,pil_width_diff_pct,pil_height_diff_pct,approximation_width,approximation_height,approximation_width_diff_pct,approximation_height_diff_pct
ab,Helsinki,10.0,normal,No,11.3,12.9,12.25341796875,12.0,8.43732715707964,-6.976744186046514,10.0107421875,11.399999999999999,-11.409361172566378,-11.6279069767442,14.14,14.399999999999999,25.132743362831857,11.627906976744171,11.9033203125,10.209716796875,5.339117809734507,-20.85490855135659,13.200000000000001,18.025,16.8141592920354,39.728682170542626,14.3,4.8999999999999995,26.54867256637168,-62.01550387596899,10.8,13.200000000000001,-4.424778761061947,2.3255813953488427
abcdefghi,Helsinki,10.0,normal,No,43.2,12.9,49.587890625,12.0,14.78678385416666,-6.976744186046514,39.0322265625,11.399999999999999,-9.647623697916673,-11.6279069767442,56.56,14.399999999999999,30.925925925925924,11.627906976744171,48.171093750000004,10.209716796875,11.507161458333336,-20.85490855135659,52.800000000000004,18.025,22.222222222222225,39.728682170542626,52.800000000000004,6.3,22.222222222222225,-51.162790697674424,48.6,13.200000000000001,12.499999999999996,2.3255813953488427
abcdefghi,Arial,10.0,normal,No,43.2,11.2,43.369140625,12.0,0.3915292245370305,7.1428571428571495,41.20068359375,10.120000000000001,-4.628047236689821,-9.642857142857128,56.0,15.68,29.629629629629623,40.00000000000001,43.369140625,9.62841796875,0.3915292245370305,-14.031982421874995,50.6,15.31875,17.129629629629626,36.77455357142858,47.300000000000004,5.3999999999999995,9.490740740740744,-51.78571428571429,43.2,10.8,0.0,-3.5714285714285587
ab,Arial,10.0,normal,No,11.2,11.2,11.123046875,12.0,-0.6870814732142795,7.1428571428571495,10.56689453125,10.120000000000001,-5.652727399553566,-9.642857142857128,14.0,15.68,25.000000000000007,40.00000000000001,11.123046875,9.62841796875,-0.6870814732142795,-14.031982421874995,13.200000000000001,15.31875,17.857142857142875,36.77455357142858,13.200000000000001,4.2,17.857142857142875,-62.5,9.600000000000001,10.8,-14.285714285714269,-3.5714285714285587
1,Arial,10.0,normal,No,3.5,11.2,5.5615234375,12.0,58.90066964285714,7.1428571428571495,4.7551025390624995,10.120000000000001,35.86007254464284,-9.642857142857128,6.6499999999999995,15.68,89.99999999999999,40.00000000000001,5.00537109375,9.62841796875,43.01060267857143,-14.031982421874995,3.3000000000000003,15.31875,-5.714285714285706,36.77455357142858,3.3000000000000003,4.2,-5.714285714285706,-62.5,2.4000000000000004,10.8,-31.428571428571416,-3.5714285714285587
1,Arial,8.0,normal,No,3.0,8.9,4.44921875,9.6,48.30729166666667,7.865168539325834,3.80408203125,8.280000000000001,26.802734375000004,-6.966292134831452,5.699999999999999,12.74,89.99999999999999,43.146067415730336,4.0042968750000005,7.702734375,33.476562500000014,-13.452422752808987,2.2,15.31875,-26.66666666666666,72.12078651685391,2.2,3.5999999999999996,-26.66666666666666,-59.55056179775281,1.92,8.64,-36.00000000000001,-2.921348314606739
ab,Arial,8.0,normal,No,9.2,8.9,8.8984375,9.6,-3.277853260869558,7.865168539325834,8.453515625,8.280000000000001,-8.113960597826084,-6.966292134831452,12.0,12.74,30.43478260869566,43.146067415730336,8.8984375,7.702734375,-3.277853260869558,-13.452422752808987,8.8,15.31875,-4.347826086956506,72.12078651685391,9.9,3.5999999999999996,7.608695652173925,-59.55056179775281,7.68,8.64,-16.521739130434778,-2.921348314606739
abcdefghi,Arial,8.0,normal,No,34.9,8.9,34.6953125,9.6,-0.586497134670483,7.865168539325834,32.960546875,8.280000000000001,-5.557172277936963,-6.966292134831452,46.0,12.74,31.805157593123212,43.146067415730336,34.6953125,7.702734375,-0.586497134670483,-13.452422752808987,35.2,15.31875,0.8595988538682072,72.12078651685391,38.5,4.8,10.315186246418342,-46.06741573033708,34.559999999999995,8.64,-0.9742120343839639,-2.921348314606739
abcdefghi,Helsinki,8.0,normal,No,34.7,10.3,39.6703125,9.6,14.323667146974058,-6.796116504854378,31.22578125,9.5,-10.012157780979832,-7.766990291262142,46.46,11.52,33.890489913544656,11.844660194174745,38.536875,8.1677734375,11.057276657060514,-20.701228762135933,40.7,18.025,17.291066282420747,74.99999999999997,42.900000000000006,4.8999999999999995,23.631123919308365,-52.427184466019426,38.879999999999995,10.56,12.046109510086433,2.524271844660192
ab,Helsinki,8.0,normal,No,9.2,10.3,9.802734375,9.6,6.551460597826095,-6.796116504854378,8.008593750000001,9.5,-12.950067934782592,-7.766990291262142,12.120000000000001,11.52,31.73913043478263,11.844660194174745,9.52265625,8.1677734375,3.5071331521739286,-20.701228762135933,9.9,18.025,7.608695652173925,74.99999999999997,11.0,4.199999999999999,19.56521739130436,-59.223300970873794,8.64,10.56,-6.086956521739117,2.524271844660192
1,Helsinki,8.0,normal,No,2.9,10.3,4.6716796875,9.6,61.092403017241395,-6.796116504854378,3.6038671875,9.5,24.271282327586217,-7.766990291262142,5.757,11.52,98.51724137931033,11.844660194174745,4.0843828125,8.1677734375,40.84078663793105,-20.701228762135933,2.2,18.025,-24.13793103448275,74.99999999999997,2.75,4.199999999999999,-5.172413793103446,-59.223300970873794,2.16,10.56,-25.51724137931034,2.524271844660192
1,Helsinki Narrow,8.0,normal,No,2.5,10.3,3.830859375,9.6,53.234375000000014,-6.796116504854378,2.7910546875,9.0,11.642187499999999,-12.621359223300976,5.585999999999999,11.52,123.43999999999997,11.844660194174745,3.217921875,8.1677734375,28.716875,-20.701228762135933,2.0,17.478125,-20.0,69.6905339805825,2.0,4.199999999999999,-20.0,-59.223300970873794,1.6,10.56,-36.0,2.524271844660192
ab,Helsinki Narrow,8.0,normal,No,7.7,10.3,7.66171875,9.6,-0.49715909090908855,-6.796116504854378,6.20234375,9.0,-19.450081168831172,-12.621359223300976,11.76,11.52,52.72727272727272,11.844660194174745,7.1509374999999995,8.1677734375,-7.130681818181826,-20.701228762135933,8.0,17.478125,3.896103896103894,69.6905339805825,8.0,4.199999999999999,3.896103896103894,-59.223300970873794,6.4,10.56,-16.88311688311688,2.524271844660192
abcdefghi,Helsinki Narrow,8.0,normal,No,28.6,10.3,29.875781250000003,9.6,4.460773601398606,-6.796116504854378,24.18515625,9.0,-15.436516608391617,-12.621359223300976,45.08,11.52,57.622377622377606,11.844660194174745,27.8840625,8.1677734375,-2.503277972027981,-20.701228762135933,30.0,17.478125,4.89510489510489,69.6905339805825,29.0,5.6,1.3986013986013937,-45.63106796116506,28.8,10.56,0.6993006993006968,2.524271844660192
abcdefghi,Comic Sans MS,8.0,normal,No,37.4,11.1,34.6953125,9.6,-7.231784759358286,-13.513513513513514,36.0908203125,10.78,-3.500480447860959,-2.882882882882886,47.04,16.32,25.775401069518715,47.02702702702703,34.6953125,9.6,-7.231784759358286,-13.513513513513514,34.6953125,9.6,-7.231784759358286,-13.513513513513514,34.6953125,9.6,-7.231784759358286,-13.513513513513514,41.03999999999999,11.04,9.732620320855597,-0.5405405405405451
ab,Comic Sans MS,8.0,normal,No,9.0,11.1,8.8984375,9.6,-1.128472222222222,-13.513513513513514,8.5746484375,10.78,-4.726128472222216,-2.882882882882886,10.78,16.32,19.77777777777777,47.02702702702703,8.8984375,9.6,-1.128472222222222,-13.513513513513514,8.8984375,9.6,-1.128472222222222,-13.513513513513514,8.8984375,9.6,-1.128472222222222,-13.513513513513514,9.12,11.04,1.3333333333333246,-0.5405405405405451
1,Comic Sans MS,8.0,normal,No,3.4,11.1,4.44921875,9.6,30.859375000000007,-13.513513513513514,3.1441640625,10.78,-7.524586397058827,-2.882882882882886,4.654999999999999,16.32,36.91176470588234,47.02702702702703,4.44921875,9.6,30.859375000000007,-13.513513513513514,4.44921875,9.6,30.859375000000007,-13.513513513513514,4.44921875,9.6,30.859375000000007,-13.513513513513514,2.28,11.04,-32.94117647058824,-0.5405405405405451
1,Comic Sans MS,8.0,bold,No,3.7,11.1,4.44921875,9.6,20.2491554054054,-13.513513513513514,4.44921875,9.6,20.2491554054054,-13.513513513513514,6.5169999999999995,16.32,76.13513513513512,47.02702702702703,4.44921875,9.6,20.2491554054054,-13.513513513513514,4.44921875,9.6,20.2491554054054,-13.513513513513514,4.44921875,9.6,20.2491554054054,-13.513513513513514,2.508,11.04,-32.21621621621622,-0.5405405405405451
ab,Comic Sans MS,8.0,bold,No,9.5,11.1,8.8984375,9.6,-6.332236842105263,-13.513513513513514,8.8984375,9.6,-6.332236842105263,-13.513513513513514,11.76,16.32,23.789473684210524,47.02702702702703,8.8984375,9.6,-6.332236842105263,-13.513513513513514,8.8984375,9.6,-6.332236842105263,-13.513513513513514,8.8984375,9.6,-6.332236842105263,-13.513513513513514,10.032,11.04,5.6000000000000005,-0.5405405405405451
abcdefghi,Comic Sans MS,8.0,bold,No,38.0,11.1,34.6953125,9.6,-8.696546052631579,-13.513513513513514,34.6953125,9.6,-8.696546052631579,-13.513513513513514,48.019999999999996,16.32,26.368421052631568,47.02702702702703,34.6953125,9.6,-8.696546052631579,-13.513513513513514,34.6953125,9.6,-8.696546052631579,-13.513513513513514,34.6953125,9.6,-8.696546052631579,-13.513513513513514,45.14399999999999,11.04,18.79999999999998,-0.5405405405405451
abcdefghi,Helsinki Narrow,8.0,bold,No,31.2,10.3,29.875781250000003,9.6,-4.244290865384604,-6.796116504854378,29.875781250000003,9.6,-4.244290865384604,-6.796116504854378,51.94,11.52,66.47435897435898,11.844660194174745,29.278265625000003,8.1677734375,-6.159405048076911,-20.701228762135933,33.0,17.478125,5.769230769230772,69.6905339805825,30.450000000000003,5.6,-2.4038461538461426,-45.63106796116506,31.680000000000003,10.56,1.5384615384615512,2.524271844660192
ab,Helsinki Narrow,8.0,bold,No,8.1,10.3,7.66171875,9.6,-5.410879629629621,-6.796116504854378,7.66171875,9.6,-5.410879629629621,-6.796116504854378,12.74,11.52,57.28395061728396,11.844660194174745,7.508484375,8.1677734375,-7.302662037037032,-20.701228762135933,8.8,17.478125,8.641975308641989,69.6905339805825,8.4,4.199999999999999,3.7037037037037126,-59.223300970873794,7.040000000000001,10.56,-13.086419753086403,2.524271844660192
1,Helsinki Narrow,8.0,bold,No,2.9,10.3,3.830859375,9.6,32.098599137931046,-6.796116504854378,3.830859375,9.6,32.098599137931046,-6.796116504854378,5.585999999999999,11.52,92.6206896551724,11.844660194174745,3.3788179687500004,8.1677734375,16.51096443965519,-20.701228762135933,2.2,17.478125,-24.13793103448275,69.6905339805825,2.1,4.199999999999999,-27.58620689655172,-59.223300970873794,1.7600000000000002,10.56,-39.3103448275862,2.524271844660192
1,Helsinki,8.0,bold,No,3.4,10.3,4.6716796875,9.6,37.402343750000014,-6.796116504854378,4.6716796875,9.6,37.402343750000014,-6.796116504854378,5.757,11.52,69.32352941176471,11.844660194174745,4.288601953125,8.1677734375,26.13535156250001,-20.701228762135933,2.4200000000000004,18.025,-28.823529411764692,74.99999999999997,2.8875,4.199999999999999,-15.0735294117647,-59.223300970873794,2.3760000000000003,10.56,-30.117647058823515,2.524271844660192
ab,Helsinki,8.0,bold,No,9.6,10.3,9.802734375,9.6,2.111816406250004,-6.796116504854378,9.802734375,9.6,2.111816406250004,-6.796116504854378,12.120000000000001,11.52,26.250000000000018,11.844660194174745,9.9987890625,8.1677734375,4.154052734375006,-20.701228762135933,10.89,18.025,13.43750000000001,74.99999999999997,11.55,4.199999999999999,20.31250000000001,-59.223300970873794,9.504000000000001,10.56,-0.9999999999999825,2.524271844660192
