text,font_name,size,weight,italic,p-touch_width,p-touch_height,skia_width,skia_height,skia_width_diff_pct,skia_height_diff_pct,core_text_width,core_text_height,core_text_width_diff_pct,core_text_height_diff_pct,pango_width,pango_height,pango_width_diff_pct,pango_height_diff_pct,harfbuzz_width,harfbuzz_height,harfbuzz_width_diff_pct,harfbuzz_height_diff_pct,freetype_width,freetype_height,freetype_width_diff_pct,freetype_height_diff_pct,pil_width,pil_height,pil_width_diff_pct,pil_height_diff_pct,approximation_width,approximation_height,approximation_width_diff_pct,approximation_height_diff_pct
abcdefghi,Helsinki,8.0,bold,No,37.9,10.3,39.6703125,9.6,4.671009234828503,-6.796116504854378,39.6703125,9.6,4.671009234828503,-6.796116504854378,46.46,11.52,22.585751978891828,11.844660194174745,40.463718750000005,8.1677734375,6.764429419525084,-20.701228762135933,44.77000000000001,18.025,18.126649076517182,74.99999999999997,45.04500000000001,4.8999999999999995,18.852242744063354,-52.427184466019426,42.768,10.56,12.84432717678101,2.524271844660192
abcdefghi,Arial,8.0,bold,No,37.8,8.9,34.6953125,9.6,-8.213458994708986,7.865168539325834,34.6953125,9.6,-8.213458994708986,7.865168539325834,53.0,12.74,40.21164021164022,43.146067415730336,36.430078125,7.702734375,-3.6241319444444335,-13.452422752808987,38.720000000000006,15.31875,2.433862433862457,72.12078651685391,40.425000000000004,4.8,6.944444444444464,-46.06741573033708,38.016,8.64,0.5714285714285743,-2.921348314606739
ab,Arial,8.0,bold,No,9.7,8.9,8.8984375,9.6,-8.263530927835044,7.865168539325834,8.8984375,9.6,-8.263530927835044,7.865168539325834,13.0,12.74,34.020618556701045,43.146067415730336,9.343359375,7.702734375,-3.6767074742267933,-13.452422752808987,9.680000000000001,15.31875,-0.2061855670102866,72.12078651685391,10.395000000000001,3.5999999999999996,7.164948453608269,-59.55056179775281,8.448,8.64,-12.90721649484535,-2.921348314606739
1,Arial,8.0,bold,No,3.4,8.9,4.44921875,9.6,30.859375000000007,7.865168539325834,4.44921875,9.6,30.859375000000007,7.865168539325834,5.699999999999999,12.74,67.64705882352939,43.146067415730336,4.20451171875,7.702734375,23.662109375000007,-13.452422752808987,2.4200000000000004,15.31875,-28.823529411764692,72.12078651685391,2.3100000000000005,3.5999999999999996,-32.058823529411754,-59.55056179775281,2.112,8.64,-37.882352941176464,-2.921348314606739
1,Arial,10.0,bold,No,4.0,11.2,5.5615234375,12.0,39.0380859375,7.1428571428571495,5.5615234375,12.0,39.0380859375,7.1428571428571495,6.6499999999999995,15.68,66.24999999999999,40.00000000000001,5.2556396484375005,9.62841796875,31.390991210937514,-14.031982421874995,3.630000000000001,15.31875,-9.24999999999998,36.77455357142858,3.4650000000000007,4.2,-13.374999999999982,-62.5,2.6400000000000006,10.8,-33.999999999999986,-3.5714285714285587
ab,Arial,10.0,bold,No,11.8,11.2,11.123046875,12.0,-5.736890889830514,7.1428571428571495,11.123046875,12.0,-5.736890889830514,7.1428571428571495,15.0,15.68,27.118644067796605,40.00000000000001,11.67919921875,9.62841796875,-1.02373543432204,-14.031982421874995,14.520000000000003,15.31875,23.05084745762714,36.77455357142858,13.860000000000003,4.2,17.457627118644087,-62.5,10.560000000000002,10.8,-10.508474576271173,-3.5714285714285587
abcdefghi,Arial,10.0,bold,No,47.1,11.2,43.369140625,12.0,-7.921145169851383,7.1428571428571495,43.369140625,12.0,-7.921145169851383,7.1428571428571495,61.0,15.68,29.511677282377914,40.00000000000001,45.53759765625,9.62841796875,-3.3172024283439514,-14.031982421874995,55.660000000000004,15.31875,18.174097664543527,36.77455357142858,49.665,5.3999999999999995,5.44585987261146,-51.78571428571429,47.52000000000001,10.8,0.8917197452229486,-3.5714285714285587
abcdefghi,Helsinki,10.0,bold,No,47.1,12.9,49.587890625,12.0,5.2821457006369394,-6.976744186046514,49.587890625,12.0,5.2821457006369394,-6.976744186046514,56.56,14.399999999999999,20.084925690021233,11.627906976744171,50.5796484375,10.209716796875,7.387788614649674,-20.85490855135659,58.08000000000001,18.025,23.312101910828048,39.728682170542626,55.44000000000001,6.3,17.70700636942677,-51.162790697674424,53.46000000000001,13.200000000000001,13.50318471337581,2.3255813953488427
ab,Helsinki,10.0,bold,No,11.8,12.9,12.25341796875,12.0,3.8425251588982987,-6.976744186046514,12.25341796875,12.0,3.8425251588982987,-6.976744186046514,14.14,14.399999999999999,19.83050847457627,11.627906976744171,12.498486328125,10.209716796875,5.919375662076271,-20.85490855135659,14.520000000000003,18.025,23.05084745762714,39.728682170542626,15.015000000000002,4.8999999999999995,27.24576271186442,-62.01550387596899,11.88,13.200000000000001,0.6779661016949159,2.3255813953488427
1,Helsinki,10.0,bold,No,4.0,12.9,5.839599609375,12.0,45.989990234375,-6.976744186046514,5.839599609375,12.0,45.989990234375,-6.976744186046514,6.716499999999999,14.399999999999999,67.91249999999998,11.627906976744171,5.36075244140625,10.209716796875,34.01881103515625,-20.85490855135659,3.630000000000001,18.025,-9.24999999999998,39.728682170542626,3.4650000000000007,4.8999999999999995,-13.374999999999982,-62.01550387596899,2.97,13.200000000000001,-25.749999999999996,2.3255813953488427
1,Helsinki Narrow,10.0,bold,No,3.4,12.9,4.78857421875,12.0,40.84041819852941,-6.976744186046514,4.78857421875,12.0,40.84041819852941,-6.976744186046514,6.5169999999999995,14.399999999999999,91.67647058823528,11.627906976744171,4.2235224609375,10.209716796875,24.221248851102935,-20.85490855135659,2.75,17.478125,-19.11764705882353,35.489341085271306,2.625,4.8999999999999995,-22.79411764705882,-62.01550387596899,2.2,13.200000000000001,-35.29411764705881,2.3255813953488427
ab,Helsinki Narrow,10.0,bold,No,9.9,12.9,9.5771484375,12.0,-3.261126893939397,-6.976744186046514,9.5771484375,12.0,-3.261126893939397,-6.976744186046514,14.7,14.399999999999999,48.48484848484848,11.627906976744171,9.38560546875,10.209716796875,-5.195904356060604,-20.85490855135659,11.0,17.478125,11.111111111111107,35.489341085271306,10.5,4.8999999999999995,6.060606060606057,-62.01550387596899,8.8,13.200000000000001,-11.111111111111107,2.3255813953488427
abcdefghi,Helsinki Narrow,10.0,bold,No,38.8,12.9,37.3447265625,12.0,-3.750704735824735,-6.976744186046514,37.3447265625,12.0,-3.750704735824735,-6.976744186046514,59.78,14.399999999999999,54.072164948453626,11.627906976744171,36.59783203125,10.209716796875,-5.67569064110824,-20.85490855135659,41.800000000000004,17.478125,7.731958762886617,35.489341085271306,37.800000000000004,6.3,-2.577319587628848,-51.162790697674424,39.60000000000001,13.200000000000001,2.0618556701031223,2.3255813953488427
abcdefghi,Comic Sans MS,10.0,bold,No,47.2,13.9,43.369140625,12.0,-8.116227489406786,-13.66906474820144,43.369140625,12.0,-8.116227489406786,-13.66906474820144,61.74,19.38,30.805084745762706,39.424460431654666,43.369140625,12.0,-8.116227489406786,-13.66906474820144,43.369140625,12.0,-8.116227489406786,-13.66906474820144,43.369140625,12.0,-8.116227489406786,-13.66906474820144,56.43,13.799999999999999,19.555084745762706,-0.7194244604316649
ab,Comic Sans MS,10.0,bold,No,11.7,13.9,11.123046875,12.0,-4.931223290598285,-13.66906474820144,11.123046875,12.0,-4.931223290598285,-13.66906474820144,14.7,19.38,25.641025641025646,39.424460431654666,11.123046875,12.0,-4.931223290598285,-13.66906474820144,11.123046875,12.0,-4.931223290598285,-13.66906474820144,11.123046875,12.0,-4.931223290598285,-13.66906474820144,12.540000000000001,13.799999999999999,7.179487179487194,-0.7194244604316649
1,Comic Sans MS,10.0,bold,No,4.4,13.9,5.5615234375,12.0,26.398259943181806,-13.66906474820144,5.5615234375,12.0,26.398259943181806,-13.66906474820144,7.4479999999999995,19.38,69.27272727272725,39.424460431654666,5.5615234375,12.0,26.398259943181806,-13.66906474820144,5.5615234375,12.0,26.398259943181806,-13.66906474820144,5.5615234375,12.0,26.398259943181806,-13.66906474820144,3.1350000000000002,13.799999999999999,-28.749999999999996,-0.7194244604316649
1,Arial,12.0,bold,No,4.6,13.4,6.673828125,14.399999999999999,45.08322010869566,7.462686567164166,6.673828125,14.399999999999999,45.08322010869566,7.462686567164166,8.549999999999999,18.62,85.8695652173913,38.95522388059702,6.306767578125001,11.5541015625,37.103643002717426,-13.7753614738806,4.235000000000001,15.31875,-7.934782608695619,14.319029850746261,4.0425,5.3999999999999995,-12.119565217391289,-59.70149253731343,3.168,12.959999999999999,-31.130434782608685,-3.2835820895522483
ab,Arial,12.0,bold,No,13.9,13.4,13.34765625,14.399999999999999,-3.9736960431654698,7.462686567164166,13.34765625,14.399999999999999,-3.9736960431654698,7.462686567164166,19.0,18.62,36.690647482014384,38.95522388059702,14.015039062500001,11.5541015625,0.8276191546762667,-13.7753614738806,16.940000000000005,15.31875,21.870503597122333,14.319029850746261,16.17,5.3999999999999995,16.33093525179857,-59.70149253731343,12.672,12.959999999999999,-8.834532374100718,-3.2835820895522483
abcdefghi,Arial,12.0,bold,No,56.3,13.4,52.04296875,14.399999999999999,-7.561334369449374,7.462686567164166,52.04296875,14.399999999999999,-7.561334369449374,7.462686567164166,76.0,18.62,34.9911190053286,38.95522388059702,54.645117187500006,11.5541015625,-2.939401087921832,-13.7753614738806,65.34000000000002,15.31875,16.056838365897015,14.319029850746261,60.06000000000001,6.6,6.678507992895226,-50.74626865671642,57.024,12.959999999999999,1.2859680284191897,-3.2835820895522483
abcdefghi,Helsinki,12.0,bold,No,56.3,15.4,59.505468750000006,14.399999999999999,5.693550177619909,-6.493506493506505,59.505468750000006,14.399999999999999,5.693550177619909,-6.493506493506505,70.7,16.32,25.57726465364122,5.974025974025973,60.695578125000004,12.251660156249999,7.807421181172304,-20.44376521915585,67.76000000000002,18.025,20.35523978685617,17.045454545454533,66.99000000000001,7.699999999999999,18.987566607460057,-50.000000000000014,64.152,15.84,13.946714031971588,2.857142857142854
ab,Helsinki,12.0,bold,No,13.9,15.4,14.7041015625,14.399999999999999,5.784903327338127,-6.493506493506505,14.7041015625,14.399999999999999,5.784903327338127,-6.493506493506505,18.18,16.32,30.791366906474813,5.974025974025973,14.99818359375,12.251660156249999,7.900601393884885,-20.44376521915585,16.940000000000005,18.025,21.870503597122333,17.045454545454533,17.325000000000003,6.3,24.640287769784187,-59.09090909090909,14.256,15.84,2.56115107913669,2.857142857142854
1,Helsinki,12.0,bold,No,4.6,15.4,7.007519531250001,14.399999999999999,52.337381114130466,-6.493506493506505,7.007519531250001,14.399999999999999,52.337381114130466,-6.493506493506505,8.635499999999999,16.32,87.7282608695652,5.974025974025973,6.432902929687501,12.251660156249999,39.84571586277176,-20.44376521915585,4.235000000000001,18.025,-7.934782608695619,17.045454545454533,4.0425,6.3,-12.119565217391289,-59.09090909090909,3.564,15.84,-22.521739130434774,2.857142857142854
1,Helsinki Narrow,12.0,bold,No,3.9,15.4,5.7462890625,14.399999999999999,47.34074519230769,-6.493506493506505,5.7462890625,14.399999999999999,47.34074519230769,-6.493506493506505,8.379,16.32,114.84615384615383,5.974025974025973,5.0682269531249995,12.251660156249999,29.95453725961538,-20.44376521915585,2.75,17.478125,-29.48717948717949,13.494318181818171,2.625,6.3,-32.69230769230769,-59.09090909090909,2.6400000000000006,15.84,-32.30769230769229,2.857142857142854
ab,Helsinki Narrow,12.0,bold,No,11.7,15.4,11.492578125,14.399999999999999,-1.7728365384615357,-6.493506493506505,11.492578125,14.399999999999999,-1.7728365384615357,-6.493506493506505,18.62,16.32,59.14529914529917,5.974025974025973,11.2627265625,12.251660156249999,-3.737379807692308,-20.44376521915585,11.0,17.478125,-5.982905982905977,13.494318181818171,11.55,6.3,-1.28205128205127,-59.09090909090909,10.560000000000002,15.84,-9.743589743589718,2.857142857142854
abcdefghi,Helsinki Narrow,12.0,bold,No,46.3,15.4,44.813671875000004,14.399999999999999,-3.210211933045341,-6.493506493506505,44.813671875000004,14.399999999999999,-3.210211933045341,-6.493506493506505,74.48,16.32,60.86393088552917,5.974025974025973,43.917398437500005,12.251660156249999,-5.1460076943844335,-20.44376521915585,44.0,17.478125,-4.967602591792651,13.494318181818171,45.15,7.699999999999999,-2.4838012958963254,-50.000000000000014,47.52000000000001,15.84,2.6349892008639593,2.857142857142854
abcdefghi,Comic Sans MS,12.0,bold,No,56.6,16.7,52.04296875,14.399999999999999,-8.051291961130744,-13.772455089820365,52.04296875,14.399999999999999,-8.051291961130744,-13.772455089820365,71.53999999999999,23.46,26.39575971731447,40.479041916167674,52.04296875,14.399999999999999,-8.051291961130744,-13.772455089820365,52.04296875,14.399999999999999,-8.051291961130744,-13.772455089820365,52.04296875,14.399999999999999,-8.051291961130744,-13.772455089820365,67.716,16.56,19.639575971731436,-0.8383233532934166
ab,Comic Sans MS,12.0,bold,No,13.8,16.7,13.34765625,14.399999999999999,-3.2778532608695703,-13.772455089820365,13.34765625,14.399999999999999,-3.2778532608695703,-13.772455089820365,17.64,23.46,27.826086956521735,40.479041916167674,13.34765625,14.399999999999999,-3.2778532608695703,-13.772455089820365,13.34765625,14.399999999999999,-3.2778532608695703,-13.772455089820365,13.34765625,14.399999999999999,-3.2778532608695703,-13.772455089820365,15.048,16.56,9.04347826086956,-0.8383233532934166
1,Comic Sans MS,12.0,bold,No,5.1,16.7,6.673828125,14.399999999999999,30.85937500000001,-13.772455089820365,6.673828125,14.399999999999999,30.85937500000001,-13.772455089820365,9.309999999999999,23.46,82.54901960784312,40.479041916167674,6.673828125,14.399999999999999,30.85937500000001,-13.772455089820365,6.673828125,14.399999999999999,30.85937500000001,-13.772455089820365,6.673828125,14.399999999999999,30.85937500000001,-13.772455089820365,3.762,16.56,-26.23529411764705,-0.8383233532934166
1,Comic Sans MS,45.7,bold,No,17.0,63.7,25.416162490844727,54.84,49.50683818143957,-13.908948194662479,25.416162490844727,54.84,49.50683818143957,-13.908948194662479,34.446999999999996,87.72,102.62941176470586,37.70800627943484,25.416162490844727,54.84,49.50683818143957,-13.908948194662479,25.416162490844727,54.84,49.50683818143957,-13.908948194662479,25.416162490844727,54.84,49.50683818143957,-13.908948194662479,14.32695,63.066,-15.723823529411765,-0.995290423861853
ab,Comic Sans MS,45.7,bold,No,50.3,63.7,50.83232498168945,54.84,1.058300162404485,-13.908948194662479,50.83232498168945,54.84,1.058300162404485,-13.908948194662479,68.6,87.72,36.381709741550694,37.70800627943484,50.83232498168945,54.84,1.058300162404485,-13.908948194662479,50.83232498168945,54.84,1.058300162404485,-13.908948194662479,50.83232498168945,54.84,1.058300162404485,-13.908948194662479,57.3078,63.066,13.932007952286291,-0.995290423861853
abcdefghi,Comic Sans MS,45.7,bold,No,212.8,63.7,198.19699096679688,54.84,-6.862316275001473,-13.908948194662479,198.19699096679688,54.84,-6.862316275001473,-13.908948194662479,280.28,87.72,31.710526315789455,37.70800627943484,198.19699096679688,54.84,-6.862316275001473,-13.908948194662479,198.19699096679688,54.84,-6.862316275001473,-13.908948194662479,198.19699096679688,54.84,-6.862316275001473,-13.908948194662479,257.8851,63.066,21.18660714285715,-0.995290423861853
abcdefghi,Helsinki Narrow,45.7,bold,No,174.0,58.7,170.6654067993164,54.84,-1.9164328739560916,-6.575809199318567,170.6654067993164,54.84,-1.9164328739560916,-6.575809199318567,281.26,62.0,61.643678160919535,5.6218057921635385,167.25209238281252,49.114111328125006,-3.8781078259698156,-16.330304381388412,179.3,49.9375,3.0459770114942595,-14.92759795570699,168.0,86.0,-3.4482758620689653,46.50766609880749,180.97200000000004,60.324000000000005,4.006896551724159,2.766609880749578
ab,Helsinki Narrow,45.7,bold,No,41.8,58.7,43.76756916046143,54.84,4.7071032546924165,-6.575809199318567,43.76756916046143,54.84,4.7071032546924165,-6.575809199318567,69.58,62.0,66.45933014354067,5.6218057921635385,42.89221699218751,49.114111328125006,2.6129593114533725,-16.330304381388412,46.2,49.9375,10.5263157894737,-14.92759795570699,43.050000000000004,68.0,2.990430622009587,15.843270868824527,40.21600000000001,60.324000000000005,-3.7894736842105003,2.766609880749578
1,Helsinki Narrow,45.7,bold,No,12.6,58.7,21.883784580230714,54.84,73.68083000183107,-6.575809199318567,21.883784580230714,54.84,73.68083000183107,-6.575809199318567,31.653999999999996,62.0,151.2222222222222,5.6218057921635385,19.30149764648438,49.114111328125006,53.18648925781253,-16.330304381388412,11.55,49.9375,-8.333333333333325,-14.92759795570699,11.025,66.0,-12.499999999999995,12.436115843270864,10.054000000000002,60.324000000000005,-20.206349206349188,2.766609880749578
1,Helsinki,45.7,bold,No,15.1,58.7,26.686970615386965,54.84,76.73490473766202,-6.575809199318567,26.686970615386965,54.84,76.73490473766202,-6.575809199318567,32.623,62.0,116.04635761589401,5.6218057921635385,24.498638657226568,49.114111328125,62.24264011408324,-16.330304381388423,15.125000000000004,51.5,0.16556291390731065,-12.26575809199319,14.437500000000002,66.0,-4.387417218543033,12.436115843270864,13.5729,60.324000000000005,-10.113245033112577,2.766609880749578
ab,Helsinki,45.7,bold,No,50.8,58.7,55.998120117187504,54.84,10.23251991572344,-6.575809199318567,55.998120117187504,54.84,10.23251991572344,-6.575809199318567,68.68,62.0,35.19685039370081,5.6218057921635385,57.11808251953126,49.114111328125,12.437170314037912,-16.330304381388423,64.13000000000001,51.5,26.240157480314984,-12.26575809199319,63.525000000000006,68.0,25.049212598425214,15.843270868824527,54.2916,60.324000000000005,6.873228346456704,2.766609880749578
abcdefghi,Helsinki,45.7,bold,No,211.9,58.7,226.6166633605957,54.84,6.945098329681786,-6.575809199318567,226.6166633605957,54.84,6.945098329681786,-6.575809199318567,267.65,62.0,26.30957999056157,5.6218057921635385,231.14899335937503,49.114111328125,9.083998753834365,-16.330304381388423,260.15000000000003,51.5,22.77017461066542,-12.26575809199319,250.63500000000005,86.0,18.279848985370478,46.50766609880749,244.31220000000002,60.324000000000005,15.29598867390279,2.766609880749578
abcdefghi,Arial,45.7,bold,No,211.8,51.1,198.19699096679688,54.84,-6.422572725780517,7.318982387475542,198.19699096679688,54.84,-6.422572725780517,7.318982387475542,287.0,69.0,35.50519357884796,35.0293542074364,208.1068212890625,48.890966796875,-1.74371043953612,-4.32296125856165,222.20000000000002,30.6375,4.910292728989615,-40.044031311154605,204.75,49.199999999999996,-3.3286118980170025,-3.718199608610578,217.16640000000004,49.356,2.533711048158653,-3.412915851272015
ab,Arial,45.7,bold,No,50.9,51.1,50.83232498168945,54.84,-0.13295681396963743,7.318982387475542,50.83232498168945,54.84,-0.13295681396963743,7.318982387475542,71.0,69.0,39.489194499017685,35.0293542074364,53.37394042968751,48.890966796875,4.860393771488231,-4.32296125856165,57.2,30.6375,12.377210216110027,-40.044031311154605,52.5,38.4,3.1434184675834995,-24.853228962818008,48.25920000000001,49.356,-5.188212180746545,-3.412915851272015
1,Arial,45.7,bold,No,15.2,51.1,25.416162490844727,54.84,67.21159533450479,7.318982387475542,25.416162490844727,54.84,67.21159533450479,7.318982387475542,32.3,69.0,112.5,35.0293542074364,24.01827319335938,48.890966796875,58.01495521946962,-4.32296125856165,14.3,30.6375,-5.921052631578938,-40.044031311154605,13.125,38.4,-13.651315789473681,-24.853228962818008,12.064800000000002,49.356,-20.626315789473672,-3.412915851272015
